index ,level ,character ,pinyin
 4.75 ,四级  ,编        ,biān
 4.74 ,高等  ,圈        ,juàn
 4.74 ,一级  ,十        ,shí
 4.74 ,一级  ,晚        ,wǎn
 4.74 ,二级  ,河        ,hé
 4.74 ,四级  ,圈        ,quān
 4.74 ,二级  ,草        ,cǎo
 4.74 ,四级  ,归        ,guī
 4.74 ,五级  ,款        ,kuǎn
 4.74 ,三级  ,怪        ,guài
 4.74 ,三级  ,器        ,qì
 4.74 ,四级  ,抱        ,bào
 4.73 ,一级  ,身        ,shēn
 4.73 ,二级  ,猫        ,māo
 4.73 ,一级  ,试        ,shì
 4.73 ,三级  ,朝        ,cháo
 4.73 ,三级  ,亲        ,qīn
 4.73 ,高等  ,朝        ,zhāo
 4.73 ,一级  ,课        ,kè
 4.73 ,五级  ,吨        ,dūn
 4.73 ,一级  ,八        ,bā
 4.73 ,五级  ,棒        ,bàng
 4.72 ,高等  ,辖        ,xiá
 4.72 ,二级  ,药        ,yào
 4.72 ,二级  ,腿        ,tuǐ
 4.72 ,四级  ,戴        ,dài
 4.72 ,五级  ,托        ,tuō
 4.72 ,二级  ,题        ,tí
 4.72 ,六级  ,苏        ,sū
 4.72 ,二级  ,公        ,gōng
 4.71 ,二级  ,流        ,liú
 4.71 ,二级  ,鸟        ,niǎo
 4.71 ,五级  ,射        ,shè
 4.71 ,六级  ,圣        ,shèng
 4.71 ,四级  ,诗        ,shī
 4.71 ,四级  ,户        ,hù
 4.71 ,五级  ,陪        ,péi
 4.71 ,二级  ,虽        ,suī
 4.71 ,六级  ,欲        ,yù
 4.71 ,二级  ,铁        ,tiě
 4.71 ,三级  ,哈        ,hā
 4.7  ,三级  ,族        ,zú
 4.7  ,一级  ,星        ,xīng
 4.7  ,一级  ,饭        ,fàn
 4.7  ,三级  ,古        ,gǔ
 4.7  ,六级  ,犯        ,fàn
 4.7  ,一级  ,鸡        ,jī
 4.7  ,三级  ,负        ,fù
 4.7  ,四级  ,巴        ,bā
 4.7  ,二级  ,停        ,tíng
 4.7  ,二级  ,利        ,lì
 4.7  ,四级  ,治        ,zhì
 4.7  ,三级  ,立        ,lì
 4.7  ,三级  ,代        ,dài
 4.7  ,三级  ,华        ,huá
 4.69 ,二级  ,目        ,mù
 4.69 ,三级  ,造        ,zào
 4.69 ,四级  ,依        ,yī
 4.69 ,高等  ,欧        ,ōu
 4.69 ,三级  ,伤        ,shāng
 4.69 ,一级  ,唱        ,chàng
 4.69 ,二级  ,嘴        ,zuǐ
 4.69 ,二级  ,须        ,xū
 4.69 ,四级  ,质        ,zhì
 4.69 ,五级  ,吓        ,xià
 4.69 ,高等  ,吓        ,hè
 4.68 ,六级  ,塔        ,tǎ
 4.68 ,二级  ,必        ,bì
 4.68 ,三级  ,营        ,yíng
 4.68 ,二级  ,计        ,jì
 4.68 ,一级  ,准        ,zhǔn
 4.68 ,二级  ,封        ,fēng
 4.68 ,二级  ,直        ,zhí
 4.67 ,四级  ,载        ,zài
 4.67 ,五级  ,载        ,zǎi
 4.67 ,五级  ,凭        ,píng
 4.67 ,三级  ,赛        ,sài
 4.67 ,三级  ,根        ,gēn
 4.67 ,六级  ,港        ,gǎng
 4.67 ,三级  ,专        ,zhuān
 4.67 ,四级  ,宽        ,kuān
 4.67 ,二级  ,理        ,lǐ
 4.67 ,高等  ,俄        ,é
 4.67 ,三级  ,职        ,zhí
 4.67 ,二级  ,观        ,guān
 4.67 ,四级  ,含        ,hán
 4.67 ,三级  ,章        ,zhāng
 4.66 ,二级  ,墙        ,qiáng
 4.66 ,二级  ,借        ,jiè
 4.66 ,六级  ,搭        ,dā
 4.66 ,四级  ,宝        ,bǎo
 4.66 ,三级  ,绝        ,jué
 4.66 ,二级  ,辆        ,liàng
 4.66 ,四级  ,微        ,wēi
 4.66 ,一级  ,树        ,shù
 4.66 ,一级  ,杯        ,bēi
 4.66 ,二级  ,养        ,yǎng
 4.65 ,三级  ,修        ,xiū
 4.65 ,二级  ,运        ,yùn
 4.65 ,二级  ,套        ,tào
 4.65 ,二级  ,急        ,jí
 4.65 ,三级  ,界        ,jiè
 4.65 ,一级  ,火        ,huǒ
 4.65 ,高等  ,尼        ,ní
 4.65 ,二级  ,吹        ,chuī
 4.65 ,三级  ,社        ,shè
 4.64 ,六级  ,纳        ,nà
 4.64 ,高等  ,奥        ,ào
 4.64 ,一级  ,贵        ,guì
 4.64 ,三级  ,支        ,zhī
 4.64 ,一级  ,零        ,líng
 4.64 ,三级  ,压        ,yā
 4.64 ,六级  ,波        ,bō
 4.64 ,四级  ,列        ,liè
 4.64 ,高等  ,呈        ,chéng
 4.64 ,六级  ,剑        ,jiàn
 4.64 ,一级  ,院        ,yuàn
 4.63 ,三级  ,架        ,jià
 4.63 ,四级  ,余        ,yú
 4.63 ,三级  ,保        ,bǎo
 4.63 ,二级  ,绿        ,lǜ
 4.63 ,二级  ,例        ,lì
 4.63 ,四级  ,置        ,zhì
 4.63 ,三级  ,紧        ,jǐn
 4.63 ,一级  ,冷        ,lěng
 4.63 ,三级  ,升        ,shēng
 4.63 ,三级  ,联        ,lián
 4.63 ,五级  ,库        ,kù
 4.63 ,一级  ,慢        ,màn
 4.63 ,六级  ,跨        ,kuà
 4.62 ,二级  ,钟        ,zhōng
 4.62 ,三级  ,世        ,shì
 4.62 ,高等  ,赴        ,fù
 4.62 ,三级  ,演        ,yǎn
 4.62 ,六级  ,哇        ,wa
 4.62 ,四级  ,致        ,zhì
 4.62 ,一级  ,洗        ,xǐ
 4.62 ,六级  ,端        ,duān
 4.62 ,一级  ,哥        ,gē
 4.62 ,四级  ,尚        ,shàng
 4.62 ,二级  ,空        ,kòng
 4.62 ,二级  ,空        ,kōng
 4.62 ,五级  ,拜        ,bài
 4.62 ,一级  ,茶        ,chá
 4.62 ,三级  ,戏        ,xì
 4.62 ,一级  ,菜        ,cài
 4.62 ,四级  ,维        ,wéi
 4.61 ,三级  ,桥        ,qiáo
 4.61 ,一级  ,考        ,kǎo
 4.61 ,三级  ,解        ,jiě
 4.61 ,二级  ,板        ,bǎn
 4.61 ,三级  ,结        ,jiē
 4.61 ,二级  ,句        ,jù
 4.61 ,三级  ,形        ,xíng
 4.61 ,二级  ,广        ,guǎng
 4.61 ,三级  ,刀        ,dāo
 4.61 ,二级  ,结        ,jié
 4.61 ,四级  ,引        ,yǐn
 4.61 ,高等  ,刘        ,liú
 4.61 ,二级  ,参        ,cān
 4.61 ,五级  ,逃        ,táo
 4.61 ,四级  ,码        ,mǎ
 4.61 ,高等  ,伊        ,yī
 4.61 ,二级  ,蓝        ,lán
 4.6  ,六级  ,税        ,shuì
 4.6  ,高等  ,降        ,xiáng
 4.6  ,四级  ,降        ,jiàng
 4.6  ,四级  ,俩        ,liǎ
 4.6  ,四级  ,摆        ,bǎi
 4.6  ,三级  ,易        ,yì
 4.6  ,三级  ,术        ,shù
 4.59 ,三级  ,夫        ,fū
 4.59 ,一级  ,右        ,yòu
 4.59 ,五级  ,硬        ,yìng
 4.59 ,六级  ,毁        ,huǐ
 4.59 ,五级  ,疯        ,fēng
 4.59 ,三级  ,剧        ,jù
 4.59 ,三级  ,币        ,bì
 4.59 ,四级  ,盖        ,gài
 4.59 ,三级  ,众        ,zhòng
 4.59 ,高等  ,吻        ,wěn
 4.59 ,三级  ,搬        ,bān
 4.59 ,高等  ,杨        ,yáng
 4.58 ,三级  ,何        ,hé
 4.58 ,三级  ,民        ,mín
 4.58 ,三级  ,步        ,bù
 4.58 ,四级  ,躺        ,tǎng
 4.58 ,一级  ,答        ,dá
 4.58 ,二级  ,答        ,dā
 4.58 ,一级  ,饿        ,è
 4.58 ,三级  ,争        ,zhēng
 4.58 ,三级  ,背        ,bēi
 4.58 ,二级  ,背        ,bèi
 4.58 ,三级  ,奇        ,qí
 4.58 ,高等  ,创        ,chuāng
 4.58 ,三级  ,创        ,chuàng
 4.58 ,三级  ,持        ,chí
 4.57 ,高等  ,曰        ,yuē
 4.57 ,一级  ,商        ,shāng
 4.57 ,二级  ,排        ,pái
 4.57 ,三级  ,证        ,zhèng
 4.57 ,三级  ,烟        ,yān
 4.57 ,四级  ,摸        ,mō
 4.57 ,三级  ,环        ,huán
 4.57 ,一级  ,床        ,chuáng
 4.57 ,三级  ,祝        ,zhù
 4.57 ,三级  ,决        ,jué
 4.57 ,一级  ,客        ,kè
 4.57 ,五级  ,恨        ,hèn
 4.57 ,三级  ,显        ,xiǎn
 4.57 ,四级  ,顶        ,dǐng
 4.57 ,二级  ,举        ,jǔ
 4.57 ,三级  ,配        ,pèi
 4.56 ,三级  ,赶        ,gǎn
 4.56 ,三级  ,害        ,hài
 4.56 ,六级  ,拖        ,tuō
 4.56 ,高等  ,鲁        ,lǔ
 4.56 ,二级  ,司        ,sī
 4.56 ,三级  ,断        ,duàn
 4.55 ,三级  ,录        ,lù
 4.55 ,四级  ,叶        ,yè
 4.55 ,二级  ,夜        ,yè
 4.55 ,高等  ,谱        ,pǔ
 4.55 ,四级  ,脱        ,tuō
 4.55 ,高等  ,赵        ,zhào
 4.55 ,四级  ,货        ,huò
 4.55 ,四级  ,纯        ,chún
 4.55 ,一级  ,谢        ,xiè
 4.55 ,高等  ,魔        ,mó
 4.55 ,四级  ,居        ,jū
 4.54 ,二级  ,骑        ,qí
 4.54 ,三级  ,退        ,tuì
 4.54 ,一级  ,样        ,yàng
 4.54 ,二级  ,碰        ,pèng
 4.54 ,六级  ,谷        ,gǔ
 4.54 ,五级  ,撞        ,zhuàng
 4.54 ,六级  ,额        ,é
 4.54 ,五级  ,滚        ,gǔn
 4.53 ,四级  ,松        ,sōng
 4.53 ,五级  ,偷        ,tōu
 4.53 ,四级  ,翻        ,fān
 4.53 ,三级  ,足        ,zú
 4.53 ,二级  ,银        ,yín
 4.53 ,二级  ,油        ,yóu
 4.53 ,三级  ,批        ,pī
 4.53 ,五级  ,傻        ,shǎ
 4.53 ,四级  ,购        ,gòu
 4.53 ,四级  ,盘        ,pán
 4.53 ,六级  ,宫        ,gōng
 4.53 ,高等  ,莫        ,mò
 4.53 ,五级  ,呆        ,dāi
 4.53 ,三级  ,牌        ,pái
 4.53 ,一级  ,工        ,gōng
 4.53 ,四级  ,赞        ,zàn
 4.53 ,三级  ,念        ,niàn
 4.53 ,四级  ,抽        ,chōu
 4.53 ,二级  ,喊        ,hǎn
 4.52 ,二级  ,然        ,rán
 4.52 ,六级  ,塞        ,sè
 4.52 ,六级  ,塞        ,sāi
 4.52 ,五级  ,插        ,chā
 4.52 ,三级  ,顿        ,dùn
 4.52 ,三级  ,底        ,dǐ
 4.52 ,二级  ,千        ,qiān
 4.52 ,三级  ,价        ,jià
 4.52 ,高等  ,兽        ,shòu
 4.52 ,四级  ,刷        ,shuā
 4.52 ,高等  ,逾        ,yú
 4.52 ,五级  ,落        ,là
 4.52 ,三级  ,落        ,luò
 4.51 ,四级  ,竟        ,jìng
 4.51 ,一级  ,怎        ,zěn
 4.51 ,四级  ,源        ,yuán
 4.51 ,三级  ,资        ,zī
 4.5  ,四级  ,累        ,lěi
 4.5  ,六级  ,恩        ,ēn
 4.5  ,六级  ,讯        ,xùn
 4.5  ,三级  ,痛        ,tòng
 4.5  ,一级  ,认        ,rèn
 4.5  ,四级  ,料        ,liào
 4.5  ,一级  ,累        ,lèi
 4.5  ,三级  ,志        ,zhì
 4.5  ,三级  ,付        ,fù
 4.5  ,高等  ,乃        ,nǎi
 4.5  ,六级  ,诺        ,nuò
 4.49 ,五级  ,核        ,hé
 4.49 ,三级  ,望        ,wàng
 4.49 ,三级  ,品        ,pǐn
 4.49 ,高等  ,绑        ,bǎng
 4.49 ,五级  ,瞧        ,qiáo
 4.49 ,一级  ,雨        ,yǔ
 4.49 ,三级  ,精        ,jīng
 4.49 ,三级  ,香        ,xiāng
 4.49 ,二级  ,湖        ,hú
 4.49 ,高等  ,坑        ,kēng
 4.49 ,二级  ,般        ,bān
 4.49 ,二级  ,纸        ,zhǐ
 4.49 ,一级  ,蛋        ,dàn
 4.48 ,三级  ,继        ,jì
 4.48 ,四级  ,季        ,jì
 4.48 ,二级  ,响        ,xiǎng
 4.48 ,二级  ,笔        ,bǐ
 4.48 ,三级  ,皮        ,pí
 4.48 ,三级  ,石        ,shí
 4.48 ,二级  ,爬        ,pá
 4.48 ,五级  ,签        ,qiān
 4.48 ,三级  ,防        ,fáng
 4.48 ,高等  ,狼        ,láng
 4.48 ,六级  ,田        ,tián
 4.48 ,一级  ,百        ,bǎi
 4.48 ,三级  ,历        ,lì
 4.48 ,一级  ,京        ,jīng
 4.47 ,三级  ,福        ,fú
 4.47 ,二级  ,青        ,qīng
 4.47 ,三级  ,糖        ,táng
 4.47 ,六级  ,监        ,jiān
 4.47 ,二级  ,许        ,xǔ
 4.47 ,高等  ,舔        ,tiǎn
 4.47 ,四级  ,兵        ,bīng
 4.46 ,三级  ,胜        ,shèng
 4.46 ,三级  ,舞        ,wǔ
 4.46 ,六级  ,踢        ,tī
 4.46 ,高等  ,丁        ,dīng
 4.46 ,二级  ,眼        ,yǎn
 4.46 ,五级  ,弹        ,tán
 4.46 ,五级  ,弹        ,dàn
 4.46 ,高等  ,链        ,liàn
 4.46 ,一级  ,旁        ,páng
 4.46 ,三级  ,土        ,tǔ
 4.46 ,五级  ,摄        ,shè
 4.46 ,四级  ,烧        ,shāo
 4.46 ,六级  ,湾        ,wān
 4.46 ,五级  ,洞        ,dòng
 4.46 ,五级  ,搜        ,sōu
 4.46 ,四级  ,秀        ,xiù
 4.46 ,六级  ,略        ,lüè
 4.46 ,一级  ,备        ,bèi
 4.46 ,四级  ,甚        ,shèn
 4.46 ,高等  ,丝        ,sī
 4.45 ,二级  ,确        ,què
 4.45 ,六级  ,吉        ,jí
 4.45 ,五级  ,册        ,cè
 4.45 ,五级  ,咬        ,yǎo
 4.45 ,六级  ,凡        ,fán
 4.45 ,高等  ,勒        ,lè
 4.45 ,高等  ,勒        ,lēi
 4.45 ,二级  ,印        ,yìn
 4.45 ,二级  ,姓        ,xìng
 4.45 ,二级  ,练        ,liàn
 4.45 ,四级  ,登        ,dēng
 4.45 ,五级  ,躲        ,duǒ
 4.45 ,二级  ,划        ,huà
 4.45 ,三级  ,补        ,bǔ
 4.45 ,一级  ,果        ,guǒ
 4.45 ,一级  ,汉        ,hàn
 4.45 ,三级  ,划        ,huá
 4.44 ,三级  ,切        ,qiè
 4.44 ,二级  ,食        ,shí
 4.44 ,四级  ,切        ,qiē
 4.44 ,三级  ,简        ,jiǎn
 4.44 ,高等  ,恶        ,wù
 4.44 ,四级  ,敌        ,dí
 4.44 ,二级  ,角        ,jiǎo
 4.44 ,四级  ,角        ,jué
 4.44 ,五级  ,毒        ,dú
 4.44 ,高等  ,兰        ,lán
 4.44 ,五级  ,烂        ,làn
 4.44 ,三级  ,状        ,zhuàng
 4.44 ,五级  ,控        ,kòng
 4.44 ,三级  ,优        ,yōu
 4.44 ,三级  ,屋        ,wū
 4.44 ,六级  ,炸        ,zhà
 4.44 ,二级  ,游        ,yóu
 4.44 ,高等  ,恶        ,è
 4.44 ,四级  ,恶        ,ě
 4.44 ,高等  ,萨        ,sà
 4.44 ,高等  ,炸        ,zhá
 4.44 ,高等  ,艾        ,ài
 4.44 ,高等  ,愈        ,yù
 4.43 ,五级  ,剩        ,shèng
 4.43 ,五级  ,胡        ,hú
 4.43 ,四级  ,招        ,zhāo
 4.43 ,五级  ,虎        ,hǔ
 4.43 ,三级  ,农        ,nóng
 4.43 ,三级  ,存        ,cún
 4.43 ,高等  ,扎        ,zhá
 4.43 ,二级  ,熟        ,shú
 4.43 ,六级  ,扎        ,zhā
 4.43 ,高等  ,拟        ,nǐ
 4.43 ,高等  ,扎        ,zā
 4.43 ,六级  ,赌        ,dǔ
 4.43 ,二级  ,堂        ,táng
 4.43 ,二级  ,熟        ,shóu
 4.42 ,高等  ,尿        ,niào
 4.42 ,五级  ,蛇        ,shé
 4.42 ,四级  ,征        ,zhēng
 4.42 ,四级  ,士        ,shì
 4.42 ,六级  ,混        ,hùn
 4.42 ,四级  ,临        ,lín
 4.42 ,二级  ,夏        ,xià
 4.42 ,二级  ,喂        ,wèi
 4.42 ,四级  ,稳        ,wěn
 4.42 ,四级  ,译        ,yì
 4.42 ,三级  ,苦        ,kǔ
 4.41 ,四级  ,寄        ,jì
 4.41 ,五级  ,吐        ,tǔ
 4.41 ,三级  ,采        ,cǎi
 4.41 ,五级  ,吐        ,tù
 4.41 ,三级  ,整        ,zhěng
 4.41 ,二级  ,园        ,yuán
 4.41 ,二级  ,疼        ,téng
 4.41 ,五级  ,软        ,ruǎn
 4.41 ,六级  ,档        ,dàng
 4.41 ,二级  ,音        ,yīn
 4.41 ,高等  ,砸        ,zá
 4.41 ,五级  ,甲        ,jiǎ
 4.41 ,三级  ,失        ,shī
 4.4  ,六级  ,爆        ,bào
 4.4  ,四级  ,隔        ,gé
 4.4  ,三级  ,展        ,zhǎn
 4.4  ,四级  ,统        ,tǒng
 4.4  ,五级  ,扔        ,rēng
 4.4  ,一级  ,影        ,yǐng
 4.4  ,四级  ,江        ,jiāng
 4.4  ,六级  ,素        ,sù
 4.4  ,四级  ,醒        ,xǐng
 4.4  ,三级  ,母        ,mǔ
 4.4  ,二级  ,灯        ,dēng
 4.4  ,三级  ,沙        ,shā
 4.4  ,六级  ,异        ,yì
 4.4  ,四级  ,减        ,jiǎn
 4.4  ,四级  ,雷        ,léi
 4.4  ,三级  ,汤        ,tāng
 4.4  ,四级  ,限        ,xiàn
 4.4  ,三级  ,善        ,shàn
 4.4  ,四级  ,晒        ,shài
 4.39 ,六级  ,寺        ,sì
 4.39 ,四级  ,闹        ,nào
 4.39 ,四级  ,吸        ,xī
 4.39 ,三级  ,程        ,chéng
 4.39 ,高等  ,瓦        ,wǎ
 4.39 ,四级  ,移        ,yí
 4.39 ,三级  ,冒        ,mào
 4.39 ,三级  ,增        ,zēng
 4.39 ,高等  ,颇        ,pō
 4.39 ,六级  ,麦        ,mài
 4.39 ,五级  ,涨        ,zhǎng
 4.39 ,五级  ,稍        ,shāo
 4.39 ,五级  ,锁        ,suǒ
 4.38 ,四级  ,守        ,shǒu
 4.38 ,六级  ,挖        ,wā
 4.38 ,四级  ,斗        ,dòu
 4.38 ,四级  ,擦        ,cā
 4.38 ,二级  ,末        ,mò
 4.38 ,三级  ,标        ,biāo
 4.38 ,高等  ,惹        ,rě
 4.38 ,高等  ,姆        ,mǔ
 4.38 ,六级  ,抗        ,kàng
 4.38 ,高等  ,邦        ,bāng
 4.38 ,二级  ,助        ,zhù
 4.37 ,高等  ,裔        ,yì
 4.37 ,三级  ,富        ,fù
 4.37 ,三级  ,齐        ,qí
 4.37 ,高等  ,娶        ,qǔ
 4.37 ,五级  ,欠        ,qiàn
 4.37 ,四级  ,弱        ,ruò
 4.37 ,三级  ,评        ,píng
 4.37 ,高等  ,岭        ,lǐng
 4.37 ,三级  ,希        ,xī
 4.37 ,六级  ,泡        ,pào
 4.37 ,高等  ,贼        ,zéi
 4.37 ,六级  ,爽        ,shuǎng
 4.37 ,六级  ,煮        ,zhǔ
 4.37 ,一级  ,识        ,shí
 4.37 ,二级  ,闻        ,wén
 4.37 ,四级  ,政        ,zhèng
 4.37 ,六级  ,舰        ,jiàn
 4.37 ,高等  ,唐        ,táng
 4.37 ,三级  ,木        ,mù
 4.36 ,四级  ,距        ,jù
 4.36 ,六级  ,盗        ,dào
 4.36 ,六级  ,迁        ,qiān
 4.36 ,四级  ,附        ,fù
 4.36 ,高等  ,哎        ,āi
 4.36 ,五级  ,曲        ,qǔ
 4.36 ,高等  ,贾        ,gǔ
 4.36 ,六级  ,废        ,fèi
 4.36 ,一级  ,告        ,gào
 4.36 ,四级  ,暗        ,àn
 4.36 ,四级  ,独        ,dú
 4.36 ,六级  ,曲        ,qū
 4.35 ,四级  ,胸        ,xiōng
 4.35 ,四级  ,刺        ,cì
 4.35 ,高等  ,砍        ,kǎn
 4.35 ,二级  ,味        ,wèi
 4.35 ,二级  ,雪        ,xuě
 4.35 ,一级  ,服        ,fú
 4.35 ,四级  ,陆        ,lù
 4.35 ,四级  ,席        ,xí
 4.35 ,高等  ,祭        ,jì
 4.35 ,高等  ,唉        ,ài
 4.35 ,三级  ,始        ,shǐ
 4.34 ,一级  ,什        ,shén
 4.34 ,高等  ,伪        ,wěi
 4.34 ,五级  ,乘        ,chéng
 4.34 ,四级  ,盐        ,yán
 4.34 ,三级  ,势        ,shì
 4.34 ,六级  ,番        ,fān
 4.34 ,六级  ,梁        ,liáng
 4.34 ,四级  ,穷        ,qióng
 4.34 ,高等  ,扯        ,chě
 4.34 ,三级  ,缺        ,quē
 4.33 ,四级  ,免        ,miǎn
 4.33 ,六级  ,露        ,lù
 4.33 ,二级  ,普        ,pǔ
 4.33 ,五级  ,肯        ,kěn
 4.33 ,六级  ,露        ,lòu
 4.33 ,六级  ,帝        ,dì
 4.33 ,高等  ,艘        ,sōu
 4.33 ,三级  ,散        ,sàn
 4.33 ,四级  ,孙        ,sūn
 4.33 ,六级  ,粉        ,fěn
 4.33 ,五级  ,挡        ,dǎng
 4.33 ,五级  ,籍        ,jí
 4.33 ,四级  ,挑        ,tiāo
 4.33 ,四级  ,挑        ,tiǎo
 4.33 ,六级  ,审        ,shěn
 4.33 ,二级  ,春        ,chūn
 4.33 ,高等  ,窝        ,wō
 4.33 ,五级  ,散        ,sǎn
 4.33 ,三级  ,续        ,xù
 4.33 ,四级  ,汇        ,huì
 4.32 ,高等  ,吴        ,wú
 4.32 ,一级  ,兴        ,xìng
 4.32 ,四级  ,圆        ,yuán
 4.32 ,高等  ,帐        ,zhàng
 4.32 ,五级  ,拼        ,pīn
 4.32 ,四级  ,兴        ,xīng
 4.31 ,四级  ,迟        ,chí
 4.31 ,三级  ,父        ,fù
 4.31 ,四级  ,遇        ,yù
 4.31 ,六级  ,踩        ,cǎi
 4.31 ,三级  ,范        ,fàn
 4.31 ,六级  ,炒        ,chǎo
 4.31 ,一级  ,脑        ,nǎo
 4.31 ,四级  ,密        ,mì
 4.31 ,三级  ,境        ,jìng
 4.31 ,高等  ,嫁        ,jià
 4.31 ,高等  ,哼        ,hēng
 4.31 ,一级  ,习        ,xí
 4.31 ,三级  ,卫        ,wèi
 4.3  ,五级  ,委        ,wěi
 4.3  ,高等  ,折        ,zhē
 4.3  ,六级  ,佛        ,fú
 4.3  ,六级  ,佛        ,fó
 4.3  ,四级  ,财        ,cái
 4.3  ,高等  ,骚        ,sāo
 4.3  ,五级  ,熊        ,xióng
 4.3  ,三级  ,娘        ,niáng
 4.3  ,六级  ,诸        ,zhū
 4.3  ,高等  ,朱        ,zhū
 4.3  ,一级  ,校        ,xiào
 4.3  ,四级  ,折        ,zhé
 4.3  ,高等  ,撒        ,sā
 4.3  ,四级  ,严        ,yán
 4.3  ,五级  ,狂        ,kuáng
 4.3  ,六级  ,撑        ,chēng
 4.3  ,高等  ,亩        ,mǔ
 4.3  ,四级  ,劲        ,jìn
 4.3  ,二级  ,护        ,hù
 4.3  ,五级  ,劝        ,quàn
 4.3  ,三级  ,订        ,dìng
 4.3  ,二级  ,鞋        ,xié
 4.29 ,六级  ,蒙        ,méng
 4.29 ,四级  ,闭        ,bì
 4.29 ,六级  ,蒙        ,mēng
 4.29 ,四级  ,牙        ,yá
 4.29 ,五级  ,颗        ,kē
 4.29 ,高等  ,遂        ,suì
 4.29 ,高等  ,君        ,jūn
 4.29 ,高等  ,庙        ,miào
 4.29 ,一级  ,觉        ,jiào
 4.29 ,三级  ,终        ,zhōng
 4.29 ,一级  ,觉        ,jué
 4.29 ,高等  ,川        ,chuān
 4.29 ,五级  ,绕        ,rào
 4.29 ,六级  ,捡        ,jiǎn
 4.28 ,四级  ,宁        ,níng
 4.28 ,二级  ,亮        ,liàng
 4.28 ,五级  ,臭        ,chòu
 4.28 ,四级  ,似        ,shì
 4.28 ,四级  ,透        ,tòu
 4.28 ,六级  ,偏        ,piān
 4.28 ,高等  ,郭        ,guō
 4.28 ,二级  ,态        ,tài
 4.28 ,高等  ,剂        ,jì
 4.28 ,高等  ,宁        ,nìng
 4.28 ,五级  ,索        ,suǒ
 4.28 ,五级  ,博        ,bó
 4.28 ,四级  ,尾        ,wěi
 4.28 ,四级  ,粮        ,liáng
 4.28 ,二级  ,顺        ,shùn
 4.28 ,三级  ,似        ,sì
 4.27 ,六级  ,禁        ,jīn
 4.27 ,一级  ,净        ,jìng
 4.27 ,六级  ,墓        ,mù
 4.27 ,四级  ,禁        ,jìn
 4.27 ,二级  ,旅        ,lǚ
 4.27 ,四级  ,冰        ,bīng
 4.27 ,三级  ,议        ,yì
 4.27 ,六级  ,梅        ,méi
 4.27 ,四级  ,施        ,shī
 4.27 ,六级  ,榜        ,bǎng
 4.27 ,三级  ,险        ,xiǎn
 4.27 ,三级  ,暖        ,nuǎn
 4.27 ,六级  ,炮        ,pào
 4.26 ,四级  ,薄        ,báo
 4.26 ,四级  ,森        ,sēn
 4.26 ,高等  ,薄        ,bó
 4.26 ,高等  ,爹        ,diē
 4.26 ,六级  ,灭        ,miè
 4.26 ,三级  ,围        ,wéi
 4.26 ,高等  ,雾        ,wù
 4.26 ,高等  ,乔        ,qiáo
 4.26 ,六级  ,乌        ,wū
 4.25 ,二级  ,务        ,wù
 4.25 ,四级  ,测        ,cè
 4.25 ,四级  ,细        ,xì
 4.25 ,五级  ,醉        ,zuì
 4.25 ,六级  ,扣        ,kòu
 4.25 ,四级  ,潮        ,cháo
