index ,level ,character ,pinyin
 4.25 ,三级  ,甜        ,tián
 4.25 ,五级  ,幅        ,fú
 4.25 ,四级  ,贝        ,bèi
 4.25 ,三级  ,困        ,kùn
 4.25 ,四级  ,聊        ,liáo
 4.25 ,五级  ,夹        ,jiā
 4.25 ,二级  ,阳        ,yáng
 4.25 ,五级  ,挤        ,jǐ
 4.25 ,高等  ,丹        ,dān
 4.25 ,四级  ,承        ,chéng
 4.24 ,三级  ,艺        ,yì
 4.24 ,三级  ,消        ,xiāo
 4.24 ,高等  ,枚        ,méi
 4.24 ,高等  ,钻        ,zuàn
 4.24 ,六级  ,症        ,zhèng
 4.24 ,六级  ,埋        ,mái
 4.24 ,五级  ,亏        ,kuī
 4.24 ,高等  ,埋        ,mán
 4.24 ,六级  ,钻        ,zuān
 4.24 ,二级  ,租        ,zū
 4.24 ,高等  ,雅        ,yǎ
 4.24 ,高等  ,洲        ,zhōu
 4.24 ,五级  ,尤        ,yóu
 4.24 ,五级  ,拆        ,chāi
 4.24 ,六级  ,跪        ,guì
 4.24 ,六级  ,佳        ,jiā
 4.24 ,五级  ,烤        ,kǎo
 4.24 ,三级  ,彩        ,cǎi
 4.24 ,六级  ,谋        ,móu
 4.24 ,高等  ,抹        ,mǒ
 4.24 ,六级  ,撤        ,chè
 4.24 ,四级  ,酸        ,suān
 4.23 ,三级  ,止        ,zhǐ
 4.23 ,六级  ,沿        ,yán
 4.23 ,二级  ,瓶        ,píng
 4.23 ,五级  ,喷        ,pēn
 4.23 ,三级  ,烦        ,fán
 4.23 ,高等  ,署        ,shǔ
 4.23 ,高等  ,兹        ,zī
 4.23 ,高等  ,蛮        ,mán
 4.23 ,三级  ,积        ,jī
 4.23 ,高等  ,趁        ,chèn
 4.23 ,高等  ,碳        ,tàn
 4.22 ,高等  ,宋        ,sòng
 4.22 ,五级  ,煤        ,méi
 4.22 ,三级  ,访        ,fǎng
 4.22 ,四级  ,肥        ,féi
 4.22 ,五级  ,钢        ,gāng
 4.22 ,六级  ,惨        ,cǎn
 4.22 ,四级  ,湿        ,shī
 4.22 ,三级  ,济        ,jì
 4.22 ,六级  ,宗        ,zōng
 4.22 ,四级  ,粗        ,cū
 4.22 ,四级  ,沉        ,chén
 4.22 ,高等  ,锡        ,xī
 4.22 ,高等  ,瞎        ,xiā
 4.22 ,三级  ,规        ,guī
 4.21 ,二级  ,楚        ,chǔ
 4.21 ,二级  ,温        ,wēn
 4.21 ,六级  ,缘        ,yuán
 4.21 ,三级  ,胖        ,pàng
 4.21 ,六级  ,灵        ,líng
 4.21 ,五级  ,丑        ,chǒu
 4.21 ,二级  ,己        ,jǐ
 4.21 ,一级  ,喜        ,xǐ
 4.21 ,高等  ,曹        ,cáo
 4.21 ,五级  ,私        ,sī
 4.21 ,四级  ,闪        ,shǎn
 4.21 ,高等  ,盯        ,dīng
 4.21 ,高等  ,卒        ,zú
 4.21 ,高等  ,伯        ,bó
 4.2  ,六级  ,铺        ,pū
 4.2  ,六级  ,铺        ,pù
 4.2  ,三级  ,丽        ,lì
 4.2  ,高等  ,颁        ,bān
 4.2  ,三级  ,容        ,róng
 4.2  ,六级  ,旗        ,qí
 4.2  ,五级  ,罚        ,fá
 4.2  ,六级  ,峰        ,fēng
 4.2  ,高等  ,泰        ,tài
 4.2  ,五级  ,摔        ,shuāi
 4.2  ,三级  ,羊        ,yáng
 4.2  ,四级  ,厚        ,hòu
 4.19 ,五级  ,献        ,xiàn
 4.19 ,六级  ,探        ,tàn
 4.19 ,六级  ,扑        ,pū
 4.19 ,五级  ,暂        ,zàn
 4.19 ,二级  ,礼        ,lǐ
 4.19 ,三级  ,判        ,pàn
 4.19 ,高等  ,杜        ,dù
 4.19 ,六级  ,狠        ,hěn
 4.19 ,五级  ,鸭        ,yā
 4.19 ,高等  ,轰        ,hōng
 4.19 ,三级  ,互        ,hù
 4.19 ,六级  ,威        ,wēi
 4.18 ,五级  ,扶        ,fú
 4.18 ,五级  ,键        ,jiàn
 4.18 ,三级  ,功        ,gōng
 4.18 ,高等  ,堡        ,bǎo
 4.18 ,六级  ,跌        ,diē
 4.18 ,六级  ,拨        ,bō
 4.18 ,六级  ,庄        ,zhuāng
 4.18 ,五级  ,挣        ,zhèng
 4.18 ,高等  ,挣        ,zhēng
 4.18 ,高等  ,壳        ,ké
 4.18 ,五级  ,邀        ,yāo
 4.18 ,高等  ,郑        ,zhèng
 4.18 ,六级  ,侧        ,cè
 4.18 ,四级  ,帅        ,shuài
 4.18 ,四级  ,巨        ,jù
 4.18 ,四级  ,秘        ,mì
 4.18 ,三级  ,播        ,bō
 4.17 ,二级  ,遍        ,biàn
 4.17 ,五级  ,恋        ,liàn
 4.17 ,四级  ,扫        ,sǎo
 4.17 ,高等  ,虾        ,xiā
 4.17 ,二级  ,思        ,sī
 4.17 ,高等  ,槽        ,cáo
 4.17 ,三级  ,迷        ,mí
 4.17 ,三级  ,充        ,chōng
 4.17 ,三级  ,导        ,dǎo
 4.17 ,五级  ,堆        ,duī
 4.17 ,六级  ,夺        ,duó
 4.17 ,五级  ,击        ,jī
 4.17 ,六级  ,患        ,huàn
 4.17 ,高等  ,殿        ,diàn
 4.17 ,四级  ,虫        ,chóng
 4.17 ,六级  ,赖        ,lài
 4.16 ,高等  ,钩        ,gōu
 4.16 ,四级  ,败        ,bài
 4.16 ,五级  ,汗        ,hàn
 4.16 ,高等  ,纹        ,wén
 4.16 ,二级  ,康        ,kāng
 4.16 ,一级  ,奶        ,nǎi
 4.16 ,五级  ,剪        ,jiǎn
 4.16 ,高等  ,迪        ,dí
 4.16 ,五级  ,灰        ,huī
 4.16 ,五级  ,忍        ,rěn
 4.16 ,一级  ,爸        ,bà
 4.16 ,六级  ,攻        ,gōng
 4.16 ,三级  ,宣        ,xuān
 4.16 ,六级  ,仪        ,yí
 4.16 ,五级  ,赔        ,péi
 4.16 ,五级  ,瘦        ,shòu
 4.15 ,二级  ,阴        ,yīn
 4.15 ,一级  ,友        ,yǒu
 4.15 ,四级  ,腰        ,yāo
 4.15 ,五级  ,唯        ,wéi
 4.15 ,六级  ,稿        ,gǎo
 4.15 ,六级  ,晕        ,yūn
 4.15 ,高等  ,脉        ,mài
 4.15 ,四级  ,矿        ,kuàng
 4.15 ,五级  ,雄        ,xióng
 4.15 ,一级  ,衣        ,yī
 4.15 ,五级  ,拒        ,jù
 4.15 ,五级  ,锅        ,guō
 4.15 ,四级  ,阶        ,jiē
 4.15 ,三级  ,速        ,sù
 4.15 ,高等  ,钉        ,dìng
 4.15 ,高等  ,钉        ,dīng
 4.15 ,高等  ,翘        ,qiào
 4.15 ,高等  ,奴        ,nú
 4.15 ,四级  ,伙        ,huǒ
 4.14 ,五级  ,执        ,zhí
 4.14 ,五级  ,朗        ,lǎng
 4.14 ,六级  ,刮        ,guā
 4.14 ,二级  ,咱        ,zán
 4.14 ,高等  ,斩        ,zhǎn
 4.14 ,六级  ,酷        ,kù
 4.14 ,三级  ,纪        ,jì
 4.14 ,三级  ,武        ,wǔ
 4.14 ,六级  ,杰        ,jié
 4.14 ,高等  ,氏        ,shì
 4.14 ,四级  ,授        ,shòu
 4.14 ,高等  ,赐        ,cì
 4.14 ,四级  ,针        ,zhēn
 4.14 ,六级  ,猛        ,měng
 4.14 ,五级  ,饼        ,bǐng
 4.14 ,四级  ,填        ,tián
 4.14 ,四级  ,妻        ,qī
 4.13 ,高等  ,割        ,gē
 4.13 ,高等  ,阁        ,gé
 4.13 ,四级  ,浅        ,qiǎn
 4.13 ,高等  ,穴        ,xué
 4.13 ,四级  ,骨        ,gǔ
 4.13 ,五级  ,泛        ,fàn
 4.13 ,六级  ,吊        ,diào
 4.13 ,三级  ,吵        ,chǎo
 4.13 ,四级  ,毕        ,bì
 4.13 ,高等  ,侠        ,xiá
 4.13 ,四级  ,智        ,zhì
 4.13 ,五级  ,劳        ,láo
 4.13 ,高等  ,邓        ,dèng
 4.13 ,二级  ,永        ,yǒng
 4.12 ,高等  ,徐        ,xú
 4.12 ,六级  ,酱        ,jiàng
 4.12 ,高等  ,锦        ,jǐn
 4.12 ,四级  ,聚        ,jù
 4.12 ,四级  ,惊        ,jīng
 4.12 ,四级  ,镜        ,jìng
 4.12 ,高等  ,沪        ,hù
 4.12 ,高等  ,蒂        ,dì
 4.12 ,五级  ,邻        ,lín
 4.11 ,五级  ,辑        ,jí
 4.11 ,六级  ,捉        ,zhuō
 4.11 ,五级  ,盾        ,dùn
 4.11 ,四级  ,诚        ,chéng
 4.11 ,高等  ,伦        ,lún
 4.11 ,高等  ,澳        ,ào
 4.11 ,一级  ,妹        ,mèi
 4.11 ,高等  ,嫩        ,nèn
 4.11 ,五级  ,坦        ,tǎn
 4.11 ,高等  ,龟        ,guī
 4.1  ,五级  ,仔        ,zǎi
 4.1  ,高等  ,御        ,yù
 4.1  ,四级  ,郎        ,láng
 4.1  ,三级  ,箱        ,xiāng
 4.1  ,五级  ,仔        ,zǐ
 4.1  ,高等  ,孔        ,kǒng
 4.1  ,一级  ,医        ,yī
 4.1  ,二级  ,碗        ,wǎn
 4.1  ,高等  ,抛        ,pāo
 4.1  ,二级  ,迎        ,yíng
 4.1  ,高等  ,呜        ,wū
 4.1  ,四级  ,耳        ,ěr
 4.09 ,六级  ,奉        ,fèng
 4.09 ,六级  ,怒        ,nù
 4.09 ,四级  ,怀        ,huái
 4.09 ,五级  ,滑        ,huá
 4.09 ,四级  ,玉        ,yù
 4.09 ,五级  ,竞        ,jìng
 4.09 ,三级  ,婚        ,hūn
 4.09 ,高等  ,妖        ,yāo
 4.09 ,五级  ,敲        ,qiāo
 4.09 ,高等  ,霍        ,huò
 4.09 ,六级  ,野        ,yě
 4.09 ,高等  ,犬        ,quǎn
 4.09 ,六级  ,券        ,quàn
 4.09 ,三级  ,杂        ,zá
 4.09 ,五级  ,饰        ,shì
 4.08 ,六级  ,奔        ,bēn
 4.08 ,高等  ,赤        ,chì
 4.08 ,三级  ,突        ,tū
 4.08 ,高等  ,奔        ,bèn
 4.08 ,六级  ,铜        ,tóng
 4.08 ,五级  ,抬        ,tái
 4.08 ,三级  ,握        ,wò
 4.08 ,六级  ,嫌        ,xián
 4.08 ,高等  ,兑        ,duì
 4.08 ,四级  ,律        ,lǜ
 4.08 ,高等  ,磅        ,bàng
 4.08 ,高等  ,帕        ,pà
 4.08 ,五级  ,胆        ,dǎn
 4.08 ,二级  ,秋        ,qiū
 4.08 ,六级  ,绘        ,huì
 4.07 ,一级  ,姐        ,jiě
 4.07 ,五级  ,琴        ,qín
 4.07 ,五级  ,扇        ,shān
 4.07 ,四级  ,谓        ,wèi
 4.07 ,六级  ,宅        ,zhái
 4.07 ,高等  ,凑        ,còu
 4.07 ,五级  ,扇        ,shàn
 4.07 ,高等  ,涂        ,tú
 4.07 ,四级  ,伴        ,bàn
 4.07 ,五级  ,模        ,mú
 4.07 ,四级  ,模        ,mó
 4.07 ,三级  ,责        ,zé
 4.07 ,六级  ,膜        ,mó
 4.06 ,四级  ,释        ,shì
 4.06 ,高等  ,荷        ,hé
 4.06 ,四级  ,泪        ,lèi
 4.06 ,四级  ,童        ,tóng
 4.06 ,三级  ,误        ,wù
 4.06 ,五级  ,织        ,zhī
 4.06 ,高等  ,坪        ,píng
 4.06 ,五级  ,闲        ,xián
 4.06 ,五级  ,域        ,yù
 4.06 ,五级  ,糟        ,zāo
 4.06 ,六级  ,债        ,zhài
 4.06 ,高等  ,邪        ,xié
 4.06 ,四级  ,担        ,dān
 4.05 ,高等  ,栋        ,dòng
 4.05 ,二级  ,脏        ,zāng
 4.05 ,三级  ,技        ,jì
 4.05 ,六级  ,脏        ,zàng
 4.05 ,四级  ,赏        ,shǎng
 4.05 ,五级  ,碎        ,suì
 4.05 ,高等  ,贱        ,jiàn
 4.05 ,高等  ,桑        ,sāng
 4.05 ,三级  ,预        ,yù
 4.05 ,四级  ,避        ,bì
 4.05 ,五级  ,弃        ,qì
 4.04 ,四级  ,扬        ,yáng
 4.04 ,四级  ,促        ,cù
 4.04 ,二级  ,刻        ,kè
 4.04 ,四级  ,堵        ,dǔ
 4.04 ,高等  ,泽        ,zé
 4.04 ,一级  ,休        ,xiū
 4.04 ,五级  ,摩        ,mó
 4.04 ,二级  ,顾        ,gù
 4.04 ,三级  ,材        ,cái
 4.04 ,高等  ,甩        ,shuǎi
 4.04 ,二级  ,凉        ,liáng
 4.04 ,五级  ,贺        ,hè
 4.04 ,五级  ,舍        ,shè
 4.04 ,五级  ,舍        ,shě
 4.04 ,四级  ,辣        ,là
 4.04 ,五级  ,竹        ,zhú
 4.04 ,二级  ,健        ,jiàn
 4.04 ,六级  ,泥        ,ní
 4.04 ,六级  ,串        ,chuàn
 4.04 ,四级  ,矮        ,ǎi
 4.04 ,三级  ,警        ,jǐng
 4.04 ,高等  ,镑        ,bàng
 4.04 ,高等  ,谜        ,mí
 4.04 ,六级  ,残        ,cán
 4.04 ,五级  ,盒        ,hé
 4.04 ,六级  ,账        ,zhàng
 4.04 ,高等  ,粘        ,zhān
 4.03 ,四级  ,抄        ,chāo
 4.03 ,四级  ,挥        ,huī
 4.03 ,四级  ,辩        ,biàn
 4.03 ,四级  ,寻        ,xún
 4.03 ,六级  ,洋        ,yáng
 4.03 ,六级  ,滴        ,dī
 4.03 ,高等  ,戳        ,chuō
 4.03 ,高等  ,呵        ,hē
 4.03 ,四级  ,炼        ,liàn
 4.03 ,二级  ,讨        ,tǎo
 4.03 ,四级  ,呼        ,hū
 4.03 ,高等  ,肖        ,xiào
 4.03 ,五级  ,饮        ,yǐn
 4.03 ,高等  ,岂        ,qǐ
 4.03 ,六级  ,凶        ,xiōng
 4.03 ,高等  ,秦        ,qín
 4.03 ,三级  ,庆        ,qìng
 4.03 ,四级  ,趋        ,qū
 4.03 ,五级  ,胃        ,wèi
 4.02 ,高等  ,捏        ,niē
 4.02 ,六级  ,仓        ,cāng
 4.02 ,五级  ,宾        ,bīn
 4.02 ,二级  ,际        ,jì
 4.02 ,五级  ,冠        ,guàn
 4.02 ,六级  ,嘉        ,jiā
 4.02 ,二级  ,典        ,diǎn
 4.02 ,二级  ,饱        ,bǎo
 4.02 ,高等  ,魏        ,wèi
 4.02 ,六级  ,吞        ,tūn
 4.02 ,五级  ,拔        ,bá
 4.02 ,六级  ,牢        ,láo
 4.02 ,高等  ,桶        ,tǒng
 4.02 ,六级  ,蹲        ,dūn
 4.02 ,高等  ,迈        ,mài
 4.01 ,高等  ,捧        ,pěng
 4.01 ,四级  ,袋        ,dài
 4.01 ,高等  ,删        ,shān
 4.01 ,五级  ,敬        ,jìng
 4.01 ,五级  ,贷        ,dài
 4.01 ,高等  ,沾        ,zhān
 4.01 ,五级  ,闯        ,chuǎng
 4.01 ,高等  ,呐        ,nà
 4.01 ,高等  ,荡        ,dàng
 4.01 ,高等  ,翼        ,yì
 4.01 ,五级  ,返        ,fǎn
 4.01 ,六级  ,懒        ,lǎn
 4.01 ,四级  ,勇        ,yǒng
 4.01 ,高等  ,岩        ,yán
 4.01 ,高等  ,垫        ,diàn
 4.0  ,六级  ,娃        ,wá
 4.0  ,三级  ,景        ,jǐng
 4.0  ,高等  ,捞        ,lāo
 4.0  ,四级  ,伞        ,sǎn
 4.0  ,五级  ,兔        ,tù
 4.0  ,六级  ,倾        ,qīng
 4.0  ,五级  ,摘        ,zhāi
 4.0  ,高等  ,役        ,yì
 4.0  ,五级  ,乙        ,yǐ
 4.0  ,高等  ,缠        ,chán
 4.0  ,高等  ,扒        ,bā
 4.0  ,高等  ,耍        ,shuǎ
 3.99 ,高等  ,甘        ,gān
 3.99 ,五级  ,润        ,rùn
 3.99 ,五级  ,启        ,qǐ
 3.99 ,六级  ,盼        ,pàn
 3.99 ,五级  ,戒        ,jiè
 3.99 ,高等  ,勿        ,wù
 3.99 ,四级  ,良        ,liáng
 3.99 ,高等  ,寨        ,zhài
 3.98 ,高等  ,烫        ,tàng
 3.98 ,五级  ,筑        ,zhù
 3.98 ,高等  ,瞒        ,mán
 3.98 ,四级  ,窗        ,chuāng
 3.98 ,高等  ,赫        ,hè
 3.98 ,高等  ,粤        ,yuè
 3.98 ,六级  ,井        ,jǐng
 3.98 ,五级  ,辛        ,xīn
 3.98 ,高等  ,晋        ,jìn
 3.98 ,五级  ,惠        ,huì
 3.98 ,高等  ,弦        ,xián
 3.98 ,五级  ,尊        ,zūn
 3.98 ,五级  ,披        ,pī
 3.98 ,五级  ,掌        ,zhǎng
 3.97 ,高等  ,纽        ,niǔ
 3.97 ,高等  ,隆        ,lóng
 3.97 ,四级  ,浓        ,nóng
 3.97 ,二级  ,静        ,jìng
 3.97 ,二级  ,斤        ,jīn
 3.97 ,五级  ,幕        ,mù
 3.97 ,高等  ,筹        ,chóu
 3.97 ,六级  ,坡        ,pō
 3.97 ,高等  ,辽        ,liáo
 3.97 ,高等  ,拳        ,quán
 3.97 ,高等  ,涌        ,yǒng
 3.97 ,三级  ,训        ,xùn
 3.97 ,高等  ,蠢        ,chǔn
 3.97 ,高等  ,仁        ,rén
 3.97 ,六级  ,捐        ,juān
 3.97 ,高等  ,舱        ,cāng
 3.97 ,六级  ,哲        ,zhé
 3.97 ,五级  ,荣        ,róng
 3.97 ,五级  ,梨        ,lí
 3.97 ,高等  ,揉        ,róu
 3.97 ,五级  ,协        ,xié
 3.97 ,六级  ,忠        ,zhōng
 3.96 ,六级  ,挨        ,ái
 3.96 ,五级  ,鼓        ,gǔ
 3.96 ,六级  ,挨        ,āi
 3.96 ,六级  ,奏        ,zòu
 3.96 ,高等  ,臣        ,chén
 3.96 ,六级  ,杆        ,gǎn
 3.96 ,高等  ,夸        ,kuā
 3.96 ,四级  ,缩        ,suō
 3.96 ,三级  ,浪        ,làng
 3.96 ,高等  ,恤        ,xù
 3.96 ,六级  ,添        ,tiān
 3.96 ,四级  ,扩        ,kuò
 3.96 ,高等  ,饶        ,ráo
 3.96 ,高等  ,杆        ,gān
 3.96 ,四级  ,疑        ,yí
 3.96 ,五级  ,辞        ,cí
 3.96 ,五级  ,漏        ,lòu
 3.96 ,高等  ,携        ,xié
 3.95 ,高等  ,颈        ,jǐng
 3.95 ,六级  ,屏        ,píng
 3.95 ,五级  ,奈        ,nài
 3.95 ,四级  ,述        ,shù
 3.95 ,五级  ,叉        ,chā
 3.95 ,四级  ,笨        ,bèn
 3.95 ,高等  ,亭        ,tíng
 3.95 ,高等  ,吕        ,lǚ
 3.95 ,二级  ,宜        ,yí
 3.95 ,五级  ,紫        ,zǐ
 3.95 ,二级  ,检        ,jiǎn
 3.95 ,四级  ,乎        ,hū
 3.95 ,六级  ,扁        ,biǎn
 3.94 ,高等  ,嘿        ,hēi
 3.94 ,五级  ,驾        ,jià
 3.94 ,四级  ,弯        ,wān
 3.94 ,一级  ,息        ,xī
 3.94 ,高等  ,袭        ,xí
 3.94 ,高等  ,冯        ,féng
 3.94 ,高等  ,砖        ,zhuān
 3.94 ,高等  ,袁        ,yuán
 3.94 ,六级  ,策        ,cè
 3.94 ,五级  ,池        ,chí
 3.94 ,高等  ,逆        ,nì
 3.94 ,高等  ,仇        ,chóu
 3.94 ,高等  ,鹿        ,lù
 3.94 ,高等  ,凯        ,kǎi
 3.93 ,高等  ,横        ,hèng
 3.93 ,高等  ,蕾        ,lěi
 3.93 ,五级  ,豪        ,háo
 3.93 ,六级  ,涉        ,shè
 3.93 ,六级  ,尖        ,jiān
 3.93 ,高等  ,哄        ,hòng
 3.93 ,高等  ,哄        ,hǒng
 3.93 ,高等  ,矣        ,yǐ
 3.93 ,高等  ,哄        ,hōng
 3.93 ,六级  ,柱        ,zhù
 3.93 ,四级  ,妇        ,fù
 3.93 ,高等  ,踪        ,zōng
 3.93 ,一级  ,介        ,jiè
 3.93 ,高等  ,姜        ,jiāng
 3.93 ,六级  ,横        ,héng
 3.93 ,高等  ,熬        ,áo
 3.93 ,高等  ,罩        ,zhào
 3.93 ,六级  ,磨        ,mó
 3.93 ,一级  ,候        ,hòu
 3.93 ,四级  ,摇        ,yáo
 3.93 ,五级  ,震        ,zhèn
 3.93 ,高等  ,津        ,jīn
 3.93 ,四级  ,企        ,qǐ
 3.93 ,五级  ,艳        ,yàn
 3.93 ,六级  ,牵        ,qiān
 3.93 ,高等  ,帖        ,tiě
 3.92 ,四级  ,瓜        ,guā
 3.92 ,六级  ,皇        ,huáng
 3.92 ,六级  ,侵        ,qīn
 3.92 ,四级  ,逛        ,guàng
 3.92 ,高等  ,绳        ,shéng
 3.92 ,四级  ,阵        ,zhèn
 3.92 ,高等  ,仙        ,xiān
 3.92 ,五级  ,押        ,yā
 3.92 ,高等  ,溜        ,liū
 3.92 ,高等  ,瑞        ,ruì
 3.92 ,高等  ,缝        ,féng
 3.92 ,六级  ,炉        ,lú
 3.92 ,高等  ,缝        ,fèng
 3.92 ,高等  ,催        ,cuī
 3.91 ,六级  ,渡        ,dù
 3.91 ,五级  ,损        ,sǔn
 3.91 ,高等  ,轴        ,zhóu
 3.91 ,高等  ,叙        ,xù
 3.91 ,高等  ,柳        ,liǔ
 3.91 ,四级  ,销        ,xiāo
 3.91 ,四级  ,申        ,shēn
 3.91 ,高等  ,尸        ,shī
 3.91 ,高等  ,雇        ,gù
 3.91 ,五级  ,匹        ,pǐ
 3.91 ,五级  ,岸        ,àn
 3.91 ,五级  ,染        ,rǎn
 3.91 ,高等  ,腔        ,qiāng
 3.91 ,六级  ,抵        ,dǐ
 3.91 ,五级  ,俱        ,jù
 3.91 ,高等  ,伏        ,fú
 3.91 ,高等  ,贪        ,tān
 3.91 ,高等  ,肾        ,shèn
 3.91 ,五级  ,尝        ,cháng
 3.91 ,四级  ,研        ,yán
 3.9  ,高等  ,盛        ,chéng
 3.9  ,高等  ,刑        ,xíng
 3.9  ,六级  ,盛        ,shèng
 3.9  ,三级  ,丰        ,fēng
 3.9  ,高等  ,丸        ,wán
 3.9  ,六级  ,岗        ,gǎng
 3.9  ,三级  ,恐        ,kǒng
 3.9  ,六级  ,亡        ,wáng
 3.9  ,四级  ,寸        ,cùn
 3.9  ,高等  ,迹        ,jì
 3.9  ,六级  ,液        ,yè
 3.9  ,高等  ,捅        ,tǒng
 3.9  ,高等  ,葬        ,zàng
 3.9  ,二级  ,适        ,shì
 3.9  ,高等  ,鳄        ,è
 3.9  ,五级  ,纲        ,gāng
 3.9  ,六级  ,予        ,yǔ
 3.9  ,高等  ,戈        ,gē
 3.89 ,六级  ,鉴        ,jiàn
 3.89 ,五级  ,耐        ,nài
 3.89 ,高等  ,罐        ,guàn
 3.89 ,高等  ,鹰        ,yīng
 3.89 ,六级  ,贫        ,pín
 3.89 ,三级  ,否        ,fǒu
 3.89 ,六级  ,铅        ,qiān
 3.89 ,五级  ,斜        ,xié
 3.89 ,高等  ,歪        ,wāi
 3.88 ,六级  ,罢        ,bà
 3.88 ,高等  ,黎        ,lí
 3.88 ,四级  ,激        ,jī
 3.88 ,二级  ,餐        ,cān
 3.88 ,高等  ,兆        ,zhào
 3.88 ,六级  ,氧        ,yǎng
 3.88 ,五级  ,沟        ,gōu
 3.88 ,四级  ,豆        ,dòu
 3.88 ,四级  ,构        ,gòu
 3.88 ,六级  ,菌        ,jūn
 3.88 ,三级  ,察        ,chá
 3.88 ,高等  ,痴        ,chī
 3.87 ,六级  ,潜        ,qián
 3.87 ,二级  ,示        ,shì
 3.87 ,三级  ,裙        ,qún
 3.87 ,六级  ,箭        ,jiàn
 3.87 ,高等  ,劫        ,jié
 3.87 ,六级  ,隐        ,yǐn
 3.87 ,六级  ,栏        ,lán
 3.87 ,五级  ,赠        ,zèng
 3.87 ,高等  ,蜀        ,shǔ
 3.87 ,三级  ,裤        ,kù
 3.87 ,高等  ,萧        ,xiāo
 3.87 ,高等  ,碧        ,bì
 3.87 ,高等  ,框        ,kuàng
 3.86 ,高等  ,齿        ,chǐ
 3.86 ,三级  ,坚        ,jiān
 3.86 ,六级  ,督        ,dū
 3.86 ,六级  ,陷        ,xiàn
 3.86 ,六级  ,揭        ,jiē
 3.86 ,五级  ,拾        ,shí
 3.86 ,五级  ,鼻        ,bí
 3.86 ,高等  ,痒        ,yǎng
 3.86 ,高等  ,吼        ,hǒu
 3.86 ,六级  ,肺        ,fèi
 3.86 ,二级  ,努        ,nǔ
 3.86 ,六级  ,乳        ,rǔ
 3.86 ,二级  ,颜        ,yán
 3.86 ,六级  ,徒        ,tú
 3.86 ,三级  ,麻        ,má
 3.86 ,六级  ,纵        ,zòng
 3.86 ,五级  ,虚        ,xū
 3.85 ,三级  ,邮        ,yóu
 3.85 ,高等  ,晃        ,huàng
 3.85 ,四级  ,召        ,zhào
 3.85 ,一级  ,弟        ,dì
 3.85 ,高等  ,铝        ,lǚ
 3.85 ,一级  ,诉        ,sù
 3.85 ,五级  ,伸        ,shēn
 3.85 ,高等  ,坟        ,fén
 3.85 ,高等  ,桩        ,zhuāng
 3.85 ,四级  ,泉        ,quán
 3.85 ,二级  ,晴        ,qíng
 3.85 ,高等  ,揍        ,zòu
 3.85 ,高等  ,柄        ,bǐng
 3.85 ,高等  ,煎        ,jiān
 3.85 ,高等  ,厄        ,è
 3.85 ,高等  ,斑        ,bān
 3.85 ,高等  ,晃        ,huǎng
 3.85 ,高等  ,穆        ,mù
 3.85 ,高等  ,撕        ,sī
 3.85 ,高等  ,旨        ,zhǐ
 3.85 ,高等  ,岳        ,yuè
 3.85 ,高等  ,祸        ,huò
 3.84 ,四级  ,序        ,xù
 3.84 ,高等  ,哆        ,duō
 3.84 ,高等  ,窥        ,kuī
 3.84 ,高等  ,逗        ,dòu
 3.84 ,四级  ,淡        ,dàn
 3.84 ,五级  ,拥        ,yōng
 3.84 ,六级  ,贡        ,gòng
 3.84 ,四级  ,递        ,dì
 3.84 ,四级  ,鲜        ,xiān
 3.84 ,五级  ,辅        ,fǔ
